1032	2202 
1033	2201 
1034	466 
1035	2201 
1036	2201 
1037	2201 
1038	2200 
1039	2200 
1040	467 
1041	2200 
1042	2200 
1043	2199 
1044	2199 
1045	2199 
1046	468 
1047	2199 
1048	2198 
1049	2198 
1050	2198 
1051	2198 
1052	469 
1053	2197 
1054	2197 
1055	2197 
1056	2197 
1057	470 
1058	2196 
1059	2196 
1060	2196 
1061	2196 
1062	2195 
1063	471 
1064	2195 
1065	2195 
1066	2195 
1067	2194 
1068	2194 
1069	471 
1070	2194 
1071	2194 
1072	2193 
1073	2193 
1074	2193 
1075	472 
1076	2193 
1077	2192 
1078	2192 
1079	2192 
1080	2192 
1081	473 
1082	2191 
1083	2191 
1084	2191 
1085	2191 
1086	474 
1087	475 
1088	2190 
1089	2190 
1090	2190 
1091	2190 
1092	2189 
1093	476 
1094	477 
1095	2189 
1096	2189 
1097	2189 
1098	2188 
1099	2188 
1100	478 
1101	2188 
1102	2188 
1103	2187 
1104	2187 
1105	2187 
1106	479 
1107	2187 
1108	2186 
1109	2186 
1110	2186 
1111	2186 
1112	480 
1113	2185 
1114	2185 
1115	2185 
1116	2185 
1117	2184 
1118	481 
1119	2184 
1120	2184 
1121	2184 
1122	2183 
1123	2183 
1124	482 
1125	2183 
1126	2183 
1127	2182 
1128	2182 
1129	2182 
1130	483 
1131	2182 
1132	2181 
1133	2181 
1134	2181 
1135	2181 
1136	484 
1137	2180 
1138	2180 
1139	2180 
1140	2180 
1141	2179 
1142	485 
1143	2179 
1144	2179 
1145	2179 
1146	2178 
1147	2178 
1148	486 
1149	487 
1150	2178 
1151	2178 
1152	2177 
1153	2177 
1154	2177 
1155	488 
1156	2177 
1157	2176 
1158	2176 
1159	2176 
1160	2176 
1161	489 
1162	490 
1163	2175 
1164	2175 
1165	2175 
1166	2175 
1167	2174 
1168	491 
1169	2174 
1170	2174 
1171	2174 
1172	2173 
1173	491 
1174	492 
1175	2173 
1176	2173 
1177	2173 
1178	2172 
1179	2172 
1180	493 
1181	2172 
1182	2172 
1183	2171 
1184	2171 
1185	2171 
1186	2171 
1187	2170 
1188	2170 
1189	494 
1190	495 
1191	2170 
1192	2170 
1193	2169 
1194	2169 
1195	2169 
1196	496 
1197	497 
1198	2169 
1199	2168 
1200	2168 
1201	2168 
1202	2168 
1203	498 
1204	499 
1205	2167 
1206	2167 
1207	2167 
1208	2167 
1209	2166 
1210	500 
1211	2166 
1212	2166 
1213	2166 
1214	2165 
1215	2165 
1216	501 
1217	502 
1218	2165 
1219	2165 
1220	2164 
1221	2164 
1222	2164 
1223	503 
1224	504 
1225	2164 
1226	2163 
1227	2163 
1228	2163 
1229	2163 
1230	505 
1231	2162 
1232	2162 
1233	2162 
1234	2162 
1235	2161 
1236	506 
1237	507 
1238	2161 
1239	2161 
1240	2161 
1241	2160 
1242	2160 
1243	508 
1244	509 
1245	2160 
1246	2160 
1247	2159 
1248	2159 
1249	2159 
1250	510 
1251	2159 
1252	2158 
1253	2158 
1254	2158 
1255	2158 
1256	511 
1257	2157 
1258	2157 
1259	2157 
1260	2157 
1261	2156 
1262	511 
1263	2156 
1264	2156 
1265	2156 
1266	2155 
1267	2155 
1268	512 
1269	513 
1270	2155 
1271	2155 
1272	2154 
1273	2154 
1274	2154 
1275	514 
1276	515 
1277	2154 
1278	2153 
1279	2153 
1280	2153 
1281	2153 
1282	516 
1283	2152 
1284	2152 
1285	2152 
1286	2152 
1287	2151 
1288	517 
1289	518 
1290	2151 
1291	2151 
1292	2151 
1293	2150 
1294	2150 
1295	2150 
1296	519 
1297	520 
1298	2150 
1299	2149 
1300	2149 
1301	2149 
1302	2149 
1303	521 
1304	2148 
1305	2148 
1306	2148 
1307	2148 
