1308	2390
1309	342
1310	25
1311	2791
1312	2909
1313	2595
1314	2066
1315	2367
1316	334
1317	2749
1318	2897
1319	2196
1320	1659
1321	1902
1322	389
1323	2356
1324	2463
1325	2128
1326	1582
1327	1717
1328	285
1329	2154
1330	2215
1331	1946
1332	1520
1333	1694
1334	325
1335	25
1336	2142
1337	2260
1338	2004
1339	1450
1340	1771
1341	328
1342	2160
1343	2309
1344	2008
1345	1442
1346	1627
1347	2015
1348	25
1349	2058
1350	1537
1351	1781
1352	344
1353	25
1354	2244
1355	2239
1356	1971
1357	1515
1358	1706
1359	286
1360	25
1361	2103
1362	2271
1363	1996
1364	1442
1365	1737
1366	314
1367	25
1368	2089
1369	2213
1370	1956
1371	1470
1372	1811
1373	379
1374	25
1375	25
1376	2684
1377	2218
1378	1676
1379	1836
1380	335
1381	25
1382	2352
1383	2363
1384	2019
1385	1578
1386	1769
1387	341
1388	2204
1389	2269
1390	1957
1391	1623
1392	1795
1393	372
1394	25
1395	2210
1396	2320
1397	1990
1398	1456
1399	1788
1400	1853
1401	25
1402	25
1403	1792
1404	1490
1405	1743
1406	259
1407	2153
1408	2385
1409	1870
1410	1627
1411	1670
1412	221
1413	25
1414	2088
1415	2093
1416	1776
1417	1413
1418	1608
1419	208
1420	25
1421	2077
1422	2141
1423	1844
1424	1358
1425	1646
1426	256
1427	25
1428	1962
1429	2044
1430	1760
1431	1317
1432	1555
1433	232
1434	25
1435	2221
1436	2416
1437	1844
1438	1442
1439	1686
1440	296
1441	25
1442	2122
1443	2117
1444	1800
1445	1413
1446	1604
1447	220
1448	25
1449	1981
1450	2160
1451	1836
1452	1350
1453	1646
1454	258
1455	25
1456	1962
1457	2085
1458	1781
1459	1277
1460	1638
1461	255
1462	25
1463	1999
1464	2429
1465	1900
1466	1466
1467	1712
1468	202
1469	25
1470	2210
1471	2532
1472	1926
1473	1469
1474	1661
1475	268
1476	25
1477	2103
1478	2163
1479	1847
1480	1447
1481	1702
1482	296
1483	25
1484	2097
1485	2207
1486	1903
1487	1362
1488	1693
1489	286
1490	25
1491	2265
1492	2162
1493	1773
1494	1221
1495	1824
1496	25
1497	2371
1498	2556
1499	2127
1500	1578
1501	2025
1502	337
1503	25
1504	2360
1505	2404
1506	2071
1507	1588
1508	1779
1509	320
1510	25
1511	2364
1512	2424
1513	2127
1514	1521
1515	1808
1516	333
1517	2201
1518	2339
1519	1972
1520	1432
1521	1776
1522	1832
1523	25
1524	25
1525	25
1526	25
1527	696
1528	25
1529	2988
1530	3026
1531	2728
1532	2181
1533	2356
1534	558
1535	25
1536	2554
1537	2574
1538	2505
1539	1832
1540	2120
1541	467
1542	25
1543	2527
1544	2516
1545	2337
1546	1720
1547	1997
1548	362
1549	25
1550	2576
1551	2288
1552	2114
1553	1579
1554	1874
1555	225
1556	25
1557	2398
1558	2583
1559	2712
1560	1804
1561	1977
1562	316
1563	25
1564	2272
1565	2347
1566	2164
1567	1694
1568	1902
1569	374
1570	25
1571	2316
1572	2441
1573	2204
1574	1598
1575	1966
1576	371
1577	25
1578	2221
1579	2480
